           2
           2
           1
           2
           4
  1   2   1   1   1   1    2.8852172265373072E-01  -1.6136646927170406E-01   2.8852172265373072E-01   1.6136646927170406E-01  -7.5963375735117342E+00   0.0000000000000000E+00            0
  2   2   1   1   1   2    0.0000000000000000E+00  -7.1796292953419633E-02   0.0000000000000000E+00   7.1796292953419633E-02  -1.4318760879309518E+00   0.0000000000000000E+00            0
  3   2   1   1   1   3    0.0000000000000000E+00  -1.1612643594342015E-01   0.0000000000000000E+00   1.1612643594342015E-01  -4.3532491698512104E+00   0.0000000000000000E+00            0
  4   2   1   1   1   4    0.0000000000000000E+00   3.4928919816854381E-01   0.0000000000000000E+00  -3.4928919816854381E-01  -1.2389386199282718E+01   0.0000000000000000E+00            0
  5   2   1   1   2   1    2.8852172265373072E-01  -1.6136646927170406E-01   2.8852172265373072E-01   1.6136646927170406E-01  -7.5963375735117342E+00   0.0000000000000000E+00            0
  6   2   1   1   2   2    0.0000000000000000E+00  -7.1796292953419633E-02   0.0000000000000000E+00   7.1796292953419633E-02  -1.4318760879309518E+00   0.0000000000000000E+00            0
  7   2   1   1   2   3    0.0000000000000000E+00  -1.1612643594342015E-01   0.0000000000000000E+00   1.1612643594342015E-01  -4.3532491698512104E+00   0.0000000000000000E+00            0
  8   2   1   1   2   4    0.0000000000000000E+00   3.4928919816854381E-01   0.0000000000000000E+00  -3.4928919816854381E-01  -1.2389386199282718E+01   0.0000000000000000E+00            0
  9   2   2   1   1   1    2.8852172265373072E-01  -1.6136646927170406E-01   2.8852172265373072E-01   1.6136646927170406E-01  -7.5963375735117342E+00   0.0000000000000000E+00            0
 10   2   2   1   1   2    0.0000000000000000E+00  -7.1796292953419633E-02   0.0000000000000000E+00   7.1796292953419633E-02  -1.4318760879309518E+00   0.0000000000000000E+00            0
 11   2   2   1   1   3    0.0000000000000000E+00  -1.1612643594342015E-01   0.0000000000000000E+00   1.1612643594342015E-01  -4.3532491698512104E+00   0.0000000000000000E+00            0
 12   2   2   1   1   4    0.0000000000000000E+00   3.4928919816854381E-01   0.0000000000000000E+00  -3.4928919816854381E-01  -1.2389386199282718E+01   0.0000000000000000E+00            0
 13   2   2   1   2   1    2.8852172265373072E-01  -1.6136646927170406E-01   2.8852172265373072E-01   1.6136646927170406E-01  -7.5963375735117342E+00   0.0000000000000000E+00            0
 14   2   2   1   2   2    0.0000000000000000E+00  -7.1796292953419633E-02   0.0000000000000000E+00   7.1796292953419633E-02  -1.4318760879309518E+00   0.0000000000000000E+00            0
 15   2   2   1   2   3    0.0000000000000000E+00  -1.1612643594342015E-01   0.0000000000000000E+00   1.1612643594342015E-01  -4.3532491698512104E+00   0.0000000000000000E+00            0
 16   2   2   1   2   4    0.0000000000000000E+00   3.4928919816854381E-01   0.0000000000000000E+00  -3.4928919816854381E-01  -1.2389386199282718E+01   0.0000000000000000E+00            0
 17   1   1   1   1   1    2.8852172265373072E-01  -1.6136646927170406E-01   2.8852172265373072E-01   1.6136646927170406E-01  -7.5963375735117342E+00   0.0000000000000000E+00            0
 18   1   1   1   1   2    0.0000000000000000E+00  -7.1796292953419633E-02   0.0000000000000000E+00   7.1796292953419633E-02  -1.4318760879309518E+00   0.0000000000000000E+00            0
 19   1   1   1   1   3    0.0000000000000000E+00  -1.1612643594342015E-01   0.0000000000000000E+00   1.1612643594342015E-01  -4.3532491698512104E+00   0.0000000000000000E+00            0
 20   1   1   1   1   4    0.0000000000000000E+00   3.4928919816854381E-01   0.0000000000000000E+00  -3.4928919816854381E-01  -1.2389386199282718E+01   0.0000000000000000E+00            0
 21   1   1   1   2   1    2.8852172265373072E-01  -1.6136646927170406E-01   2.8852172265373072E-01   1.6136646927170406E-01  -7.5963375735117342E+00   0.0000000000000000E+00            0
 22   1   1   1   2   2    0.0000000000000000E+00  -7.1796292953419633E-02   0.0000000000000000E+00   7.1796292953419633E-02  -1.4318760879309518E+00   0.0000000000000000E+00            0
 23   1   1   1   2   3    0.0000000000000000E+00  -1.1612643594342015E-01   0.0000000000000000E+00   1.1612643594342015E-01  -4.3532491698512104E+00   0.0000000000000000E+00            0
 24   1   1   1   2   4    0.0000000000000000E+00   3.4928919816854381E-01   0.0000000000000000E+00  -3.4928919816854381E-01  -1.2389386199282718E+01   0.0000000000000000E+00            0
 25   1   2   1   1   1    2.8852172265373072E-01  -1.6136646927170406E-01   2.8852172265373072E-01   1.6136646927170406E-01  -7.5963375735117342E+00   0.0000000000000000E+00            0
 26   1   2   1   1   2    0.0000000000000000E+00  -7.1796292953419633E-02   0.0000000000000000E+00   7.1796292953419633E-02  -1.4318760879309518E+00   0.0000000000000000E+00            0
 27   1   2   1   1   3    0.0000000000000000E+00  -1.1612643594342015E-01   0.0000000000000000E+00   1.1612643594342015E-01  -4.3532491698512104E+00   0.0000000000000000E+00            0
 28   1   2   1   1   4    0.0000000000000000E+00   3.4928919816854381E-01   0.0000000000000000E+00  -3.4928919816854381E-01  -1.2389386199282718E+01   0.0000000000000000E+00            0
 29   1   2   1   2   1    2.8852172265373072E-01  -1.6136646927170406E-01   2.8852172265373072E-01   1.6136646927170406E-01  -7.5963375735117342E+00   0.0000000000000000E+00            0
 30   1   2   1   2   2    0.0000000000000000E+00  -7.1796292953419633E-02   0.0000000000000000E+00   7.1796292953419633E-02  -1.4318760879309518E+00   0.0000000000000000E+00            0
 31   1   2   1   2   3    0.0000000000000000E+00  -1.1612643594342015E-01   0.0000000000000000E+00   1.1612643594342015E-01  -4.3532491698512104E+00   0.0000000000000000E+00            0
 32   1   2   1   2   4    0.0000000000000000E+00   3.4928919816854381E-01   0.0000000000000000E+00  -3.4928919816854381E-01  -1.2389386199282718E+01   0.0000000000000000E+00            0
